tokens_generated,total_time_seconds,tokens_per_second,peak_vram_mb,kv_cache_method,perplexity,sample_id,dataset,baseline,window_size,max_new_tokens,exact_match,f1
16,0.43894004821777344,36.451447219192545,993.2822265625,full,196.72474670410156,narrativeqa_69,narrativeqa,full,N/A,64,0.0,0.19999999999999998
64,1.5936248302459717,40.16001682787647,993.1162109375,full,8.059504508972168,narrativeqa_70,narrativeqa,full,N/A,64,0.0,0.06666666666666667
19,0.5116934776306152,37.13160481931303,993.3369140625,full,111.82234191894531,narrativeqa_71,narrativeqa,full,N/A,64,0.0,0.3636363636363636
21,0.5599770545959473,37.50153658555278,993.2822265625,full,71.97769165039062,narrativeqa_72,narrativeqa,full,N/A,64,0.0,0.25
64,1.593430519104004,40.16491414761379,993.2265625,full,9.466712951660156,narrativeqa_73,narrativeqa,full,N/A,64,0.0,0.13333333333333333
64,1.5978879928588867,40.0528699671204,993.880859375,full,6.001552581787109,narrativeqa_74,narrativeqa,full,N/A,64,0.0,0.10909090909090909
44,1.1129555702209473,39.53437241997449,993.19921875,full,94.05107879638672,narrativeqa_75,narrativeqa,full,N/A,64,0.0,0.09523809523809523
42,1.0648529529571533,39.44206557662611,993.25390625,full,21.15279197692871,narrativeqa_76,narrativeqa,full,N/A,64,0.0,0.42105263157894735
64,1.5925955772399902,40.18597119986587,992.6904296875,full,15.319755554199219,narrativeqa_77,narrativeqa,full,N/A,64,0.0,0.18604651162790695
64,1.5978169441223145,40.05465096325874,993.0615234375,full,16.531553268432617,narrativeqa_78,narrativeqa,full,N/A,64,0.0,0.16666666666666669
64,1.5935723781585693,40.16133868607482,992.6904296875,full,59.75312042236328,narrativeqa_79,narrativeqa,full,N/A,64,0.0,0.2
20,0.5353901386260986,37.35593646032288,993.0615234375,full,67.04408264160156,narrativeqa_80,narrativeqa,full,N/A,64,0.0,0.3636363636363636
64,1.592949390411377,40.17704541352195,993.1162109375,full,8.059504508972168,narrativeqa_81,narrativeqa,full,N/A,64,0.0,0.06666666666666667
64,1.5968215465545654,40.079619502938016,993.0888671875,full,11.786684036254883,narrativeqa_82,narrativeqa,full,N/A,64,0.0,0.0625
64,1.5923428535461426,40.19234919004547,993.1435546875,full,8.039054870605469,narrativeqa_83,narrativeqa,full,N/A,64,0.0,0.0689655172413793
64,1.5935866832733154,40.160978170663704,992.6376953125,full,10.630584716796875,narrativeqa_84,narrativeqa,full,N/A,64,0.0,0.1111111111111111
52,1.3104205131530762,39.681918497200485,993.1162109375,full,43.927738189697266,narrativeqa_85,narrativeqa,full,N/A,64,0.0,0.2857142857142857
64,1.5935382843017578,40.1621979405678,993.1162109375,full,8.595304489135742,narrativeqa_86,narrativeqa,full,N/A,64,0.0,0.2641509433962264
33,0.8478114604949951,38.92374842483603,993.0888671875,full,21.35619354248047,narrativeqa_87,narrativeqa,full,N/A,64,0.0,0.3846153846153846
